photo_id,path,angle_label,width,height,file_size,split,extension
130__none__152229,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\152229.jpeg,130,256,162,6122,none,.jpeg
180__none__413098,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\413098.jpeg,180,256,192,6353,none,.jpeg
0__none__388587,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\388587.jpeg,0,256,192,5672,none,.jpeg
90__none__84806,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\84806.jpeg,90,256,192,4325,none,.jpeg
270__none__488895,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\488895.jpeg,270,256,192,5128,none,.jpeg
270__none__262090,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\262090.jpeg,270,256,144,3927,none,.jpeg
180__none__429516,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\429516.jpeg,180,256,170,3641,none,.jpeg
270__none__420762,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\420762.jpeg,270,256,191,5215,none,.jpeg
180__none__268431,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\268431.jpeg,180,256,170,3903,none,.jpeg
270__none__289948,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\289948.jpeg,270,256,144,3555,none,.jpeg
130__none__123893,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\123893.jpeg,130,256,144,4557,none,.jpeg
0__none__201691,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\201691.jpeg,0,256,144,2981,none,.jpeg
270__none__403667,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\403667.jpeg,270,256,192,4557,none,.jpeg
0__none__243100,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\243100.jpeg,0,256,144,3102,none,.jpeg
90__none__124215,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\124215.jpeg,90,256,144,3768,none,.jpeg
90__none__118120,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\118120.jpeg,90,256,191,3765,none,.jpeg
270__none__456591,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\456591.jpeg,270,256,192,4738,none,.jpeg
270__none__259508,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\259508.jpeg,270,256,192,4966,none,.jpeg
130__none__350920,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\350920.jpeg,130,256,144,4794,none,.jpeg
180__none__301609,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\301609.jpeg,180,256,192,5742,none,.jpeg
0__none__358365,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\358365.jpeg,0,256,144,4489,none,.jpeg
90__none__197137,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\197137.jpeg,90,256,192,5163,none,.jpeg
130__none__486184,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\486184.jpeg,130,256,162,6122,none,.jpeg
130__none__119042,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\119042.jpeg,130,256,144,3248,none,.jpeg
0__none__383199,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\383199.jpeg,0,256,192,4067,none,.jpeg
90__none__307010,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\307010.jpeg,90,256,144,3677,none,.jpeg
0__none__301933,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\301933.jpeg,0,256,170,5798,none,.jpeg
270__none__200442,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\200442.jpeg,270,256,144,4363,none,.jpeg
0__none__445715,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\445715.jpeg,0,256,192,4700,none,.jpeg
90__none__209197,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\209197.jpeg,90,256,192,3539,none,.jpeg
270__none__356083,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\356083.jpeg,270,256,144,4780,none,.jpeg
180__none__213562,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\213562.jpeg,180,256,144,4365,none,.jpeg
0__none__140216,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\140216.jpeg,0,256,144,4111,none,.jpeg
90__none__128726,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\128726.jpeg,90,256,144,3239,none,.jpeg
130__none__145937,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\145937.jpeg,130,256,144,4234,none,.jpeg
180__none__120624,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\120624.jpeg,180,256,192,6428,none,.jpeg
130__none__218965,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\218965.jpeg,130,256,144,3292,none,.jpeg
180__none__94821,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\94821.jpeg,180,256,144,3259,none,.jpeg
130__none__483189,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\483189.jpeg,130,256,192,5588,none,.jpeg
180__none__103905,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\103905.jpeg,180,256,192,8297,none,.jpeg
0__none__186816,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\186816.jpeg,0,256,144,4307,none,.jpeg
90__none__260167,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\260167.jpeg,90,256,144,3998,none,.jpeg
180__none__155606,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\155606.jpeg,180,256,192,4580,none,.jpeg
130__none__153304,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\153304.jpeg,130,256,144,4160,none,.jpeg
130__none__447604,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\447604.jpeg,130,256,144,3886,none,.jpeg
180__none__497408,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\497408.jpeg,180,256,192,3109,none,.jpeg
130__none__176629,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\176629.jpeg,130,256,144,3903,none,.jpeg
0__none__333992,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\333992.jpeg,0,256,191,6664,none,.jpeg
270__none__271786,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\271786.jpeg,270,256,143,4320,none,.jpeg
90__none__211958,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\211958.jpeg,90,256,144,3068,none,.jpeg
270__none__419377,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\419377.jpeg,270,256,144,5472,none,.jpeg
180__none__103185,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\103185.jpeg,180,256,144,3759,none,.jpeg
90__none__196125,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\196125.jpeg,90,256,192,7247,none,.jpeg
180__none__205961,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\205961.jpeg,180,256,192,12096,none,.jpeg
90__none__28757,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\28757.jpeg,90,256,192,5340,none,.jpeg
180__none__403473,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\403473.jpeg,180,256,192,4837,none,.jpeg
130__none__146122,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\146122.jpeg,130,256,192,6008,none,.jpeg
90__none__64912,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\64912.jpeg,90,256,192,5651,none,.jpeg
90__none__51801,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\51801.jpeg,90,256,144,4197,none,.jpeg
270__none__282031,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\282031.jpeg,270,256,192,5683,none,.jpeg
0__none__482812,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\482812.jpeg,0,256,192,5897,none,.jpeg
180__none__141777,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\141777.jpeg,180,256,192,4716,none,.jpeg
180__none__196713,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\196713.jpeg,180,256,192,1398,none,.jpeg
0__none__329924,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\329924.jpeg,0,256,191,5719,none,.jpeg
0__none__166904,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\166904.jpeg,0,256,144,5217,none,.jpeg
180__none__106840,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\106840.jpeg,180,256,144,3894,none,.jpeg
180__none__451733,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\451733.jpeg,180,256,192,3097,none,.jpeg
180__none__162710,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\162710.jpeg,180,256,192,7152,none,.jpeg
130__none__191794,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\191794.jpeg,130,256,144,2837,none,.jpeg
130__none__77197,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\77197.jpeg,130,256,144,3409,none,.jpeg
180__none__72863,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\72863.jpeg,180,256,192,3832,none,.jpeg
130__none__355828,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\355828.jpeg,130,256,144,5041,none,.jpeg
130__none__310829,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\310829.jpeg,130,256,144,4653,none,.jpeg
270__none__273518,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\273518.jpeg,270,256,192,4412,none,.jpeg
130__none__357088,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\357088.jpeg,130,256,144,5058,none,.jpeg
130__none__389312,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\389312.jpeg,130,256,192,4284,none,.jpeg
130__none__343596,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\343596.jpeg,130,256,144,4363,none,.jpeg
0__none__477665,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\477665.jpeg,0,256,192,5038,none,.jpeg
0__none__287252,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\287252.jpeg,0,256,192,3517,none,.jpeg
0__none__166831,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\166831.jpeg,0,256,192,5897,none,.jpeg
0__none__369920,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\369920.jpeg,0,256,192,5165,none,.jpeg
0__none__311536,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\311536.jpeg,0,256,144,3002,none,.jpeg
130__none__417885,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\417885.jpeg,130,256,144,4668,none,.jpeg
90__none__324608,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\324608.jpeg,90,256,144,4931,none,.jpeg
270__none__450638,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\450638.jpeg,270,256,192,4779,none,.jpeg
0__none__103012,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\103012.jpeg,0,256,144,3548,none,.jpeg
0__none__383410,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\383410.jpeg,0,256,192,5913,none,.jpeg
130__none__376412,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\376412.jpeg,130,256,144,4445,none,.jpeg
180__none__281531,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\281531.jpeg,180,256,192,9512,none,.jpeg
0__none__304183,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\304183.jpeg,0,256,144,2683,none,.jpeg
180__none__489854,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\489854.jpeg,180,256,192,5234,none,.jpeg
270__none__329245,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\329245.jpeg,270,256,144,3657,none,.jpeg
180__none__223213,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\223213.jpeg,180,256,144,3350,none,.jpeg
130__none__151378,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\151378.jpeg,130,256,192,3986,none,.jpeg
0__none__257798,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\257798.jpeg,0,256,144,3945,none,.jpeg
130__none__214389,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\214389.jpeg,130,256,144,2593,none,.jpeg
180__none__381478,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\381478.jpeg,180,192,256,3634,none,.jpeg
180__none__463916,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\463916.jpeg,180,256,192,4283,none,.jpeg
270__none__488006,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\488006.jpeg,270,256,192,4868,none,.jpeg
270__none__327604,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\327604.jpeg,270,256,192,5036,none,.jpeg
180__none__452418,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\452418.jpeg,180,256,144,3304,none,.jpeg
130__none__385019,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\385019.jpeg,130,256,192,4622,none,.jpeg
270__none__378817,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\378817.jpeg,270,256,144,4306,none,.jpeg
180__none__289198,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\289198.jpeg,180,256,144,2430,none,.jpeg
270__none__421060,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\421060.jpeg,270,256,192,4656,none,.jpeg
130__none__178742,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\178742.jpeg,130,256,144,4901,none,.jpeg
0__none__422573,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\422573.jpeg,0,256,192,6348,none,.jpeg
0__none__230269,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\230269.jpeg,0,256,192,3347,none,.jpeg
180__none__267239,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\267239.jpeg,180,256,170,4599,none,.jpeg
130__none__151286,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\151286.jpeg,130,256,192,6009,none,.jpeg
270__none__185679,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\185679.jpeg,270,256,144,3973,none,.jpeg
270__none__381839,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\381839.jpeg,270,256,192,3823,none,.jpeg
0__none__112625,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\112625.jpeg,0,256,192,6437,none,.jpeg
130__none__376693,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\376693.jpeg,130,256,144,5043,none,.jpeg
270__none__254987,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\254987.jpeg,270,256,191,5959,none,.jpeg
180__none__229504,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\229504.jpeg,180,256,192,8238,none,.jpeg
90__none__35398,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\35398.jpeg,90,256,144,3626,none,.jpeg
90__none__78934,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\78934.jpeg,90,256,144,4964,none,.jpeg
180__none__349891,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\349891.jpeg,180,256,144,4284,none,.jpeg
0__none__292819,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\292819.jpeg,0,256,192,8419,none,.jpeg
130__none__167023,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\167023.jpeg,130,256,192,4668,none,.jpeg
130__none__299684,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\299684.jpeg,130,256,144,4713,none,.jpeg
130__none__234883,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\234883.jpeg,130,256,144,5449,none,.jpeg
0__none__207469,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\207469.jpeg,0,256,144,4886,none,.jpeg
130__none__390403,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\390403.jpeg,130,256,192,4479,none,.jpeg
90__none__224789,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\224789.jpeg,90,256,144,3917,none,.jpeg
